date,act360_years,true_discount_factor,recovered_discount_factor,df_error
2042-03-21,15.730555555555556,0.3269138621898414,0.32704387507892824,0.00013001288908681685
2042-03-28,15.75,0.3264451769091955,0.3265765374131228,0.00013136050392731358
2042-04-04,15.769444444444444,0.32597717609486,0.3261098675613647,0.00013269146650468633
2042-04-11,15.78888888888889,0.32550985880481204,0.325643864569364,0.00013400576455196989
2042-04-18,15.808333333333334,0.32504322409744457,0.32517852748419473,0.00013530338675016296
2042-04-25,15.827777777777778,0.3245772710315737,0.3247138553542922,0.00013658432271851373
2042-05-02,15.847222222222221,0.3241119986664461,0.32424984722945166,0.00013784856300558257
2042-05-09,15.866666666666667,0.32364740606174613,0.32378650216082616,0.00013909609908002718
2042-05-16,15.886111111111111,0.32318349227760396,0.3233238192009247,0.0001403269233207216
2042-05-23,15.905555555555555,0.322720256374602,0.3228617974036102,0.00014154102900820753
2042-05-30,15.925,0.32225769741378246,0.3224004358240975,0.0001427384103150353
2042-06-06,15.944444444444445,0.3217958144566546,0.3219397335189517,0.00014391906229710427
2042-06-13,15.963888888888889,0.3213346065652015,0.32147968954608575,0.00014508298088422578
2042-06-20,15.983333333333333,0.3208740728018874,0.32102030296475914,0.00014623016287174107
2042-06-27,16.002777777777776,0.32041421222966443,0.3205615728355754,0.00014736060591097333
2042-07-04,16.022222222222222,0.3199550239119798,0.32010349822048056,0.00014847430850079002
2042-07-11,16.041666666666668,0.3194965069127825,0.31964607818276103,0.00014957126997855452
2042-07-18,16.06111111111111,0.31903866029653,0.319189311787042,0.00015065149051202154
2042-07-25,16.080555555555556,0.3185814831281949,0.3187331980992849,0.0001517149710900112
2042-08-01,16.1,0.3181249744732723,0.31827773618678623,0.00015276171351391588
2042-08-08,16.119444444444444,0.3176691333977857,0.31782292511817517,0.00015379172038948452
2042-08-15,16.13888888888889,0.31721395896829363,0.3173687639634116,0.0001548049951179964
2042-08-22,16.158333333333335,0.31675945025189667,0.3169152517937847,0.0001558015418880454
2042-08-29,16.177777777777777,0.31630560631624355,0.3164623876819107,0.00015678136566715795
2042-09-05,16.197222222222223,0.3158524262295373,0.31601017070173093,0.00015774447219363275
2042-09-12,16.216666666666665,0.31539990906054244,0.31555859992851015,0.0001586908679677146
2042-09-19,16.23611111111111,0.3149480538785902,0.31510767443883436,0.00015962056024415583
2042-09-26,16.255555555555556,0.3144968597535861,0.3146573933106093,0.00016053355702322358
2042-10-03,16.275,0.31404632575601443,0.3142077556230583,0.00016142986704387186
2042-10-10,16.294444444444444,0.31359645095694616,0.3137587604567204,0.00016230949977424913
2042-10-17,16.31388888888889,0.3131472344280438,0.3133104068934486,0.0001631724654047595
2042-10-24,16.333333333333332,0.31269867524156786,0.31286269401640787,0.00016401877484001348
2042-10-31,16.352777777777778,0.31225077247038274,0.3124156209100733,0.00016484843969055696
2042-11-07,16.372222222222224,0.311803525187963,0.3119691866602282,0.00016566147226521055
2042-11-14,16.391666666666666,0.31135693246839896,0.31152339035396254,0.00016645788556357566
2042-11-21,16.41111111111111,0.31091099338640193,0.31107823107967036,0.0001672376932684294
2042-11-28,16.430555555555557,0.31046570701731124,0.31063370792704875,0.00016800090973750903
2042-12-05,16.45,0.3100210724370992,0.31018981998709555,0.0001687475499963509
2042-12-12,16.469444444444445,0.3095770887223764,0.30974656635210723,0.000169477629730852
2042-12-19,16.488888888888887,0.30913375495039846,0.30930394611567785,0.0001701911652793875
2042-12-26,16.508333333333333,0.30869107019907044,0.30886195837269614,0.00017088817362570508
2043-01-02,16.52777777777778,0.308249033546953,0.30842060221934464,0.0001715686723916532
2043-01-09,16.54722222222222,0.30780764407326794,0.3079798767530973,0.00017223267982935386
2043-01-16,16.566666666666666,0.30736690085790286,0.3075397810727177,0.00017288021481481897
2043-01-23,16.586111111111112,0.30692680298141767,0.30710031427825724,0.000173511296839568
2043-01-30,16.605555555555554,0.3064873495250489,0.3066614754710536,0.00017412594600468845
2043-02-06,16.625,0.3060485395707156,0.30622326375372816,0.00017472418301256454
2043-02-13,16.644444444444446,0.30561037220102405,0.305785678230185,0.00017530602916093763
2043-02-20,16.663888888888888,0.30517284649927373,0.3053487180056086,0.00017587150633485704
2043-02-27,16.683333333333334,0.3047359615494613,0.304912382186462,0.0001764206370006849
2043-03-06,16.70277777777778,0.30429971643628667,0.3044766698804852,0.00017695344419854653
2043-03-13,16.72222222222222,0.30386411024515786,0.30404158019669336,0.0001774699515355027
2043-03-20,16.741666666666667,0.3034291420621953,0.30360711224537457,0.00017797018317927682
2043-03-27,16.761111111111113,0.30299481097423747,0.30317326513808823,0.00017845416385076085
