reference_date,interpolation_method,metric,unit,observation_count,bias,mae,rmse,max_abs_error,max_abs_error_date,dense_grid_step_days,forward_period_days
2026-09-18,LOG_LINEAR_DF,pillar_df_absolute,DF,15,9.189527011662276e-06,2.5934828034431443e-05,3.886939290822951e-05,9.327350255744493e-05,2036-09-22,7,28
2026-09-18,LOG_LINEAR_DF,pillar_df_relative,ppm,15,13.15998557181638,78.03069583436351,139.74759424969923,395.042671807011,2056-09-20,7,28
2026-09-18,LOG_LINEAR_DF,dense_df_absolute,DF,1567,2.0337817524905413e-05,0.0001278509439912219,0.0001631194390577409,0.0004185048779196121,2032-08-20,7,28
2026-09-18,LOG_LINEAR_DF,dense_df_relative,ppm,1567,231.51183718794073,422.4795059770766,537.7599011419954,1093.892888124115,2050-09-09,7,28
2026-09-18,LOG_LINEAR_DF,continuous_zero_rate,bp,1566,-0.09145577741358243,0.3495050850719282,0.5135510024199599,4.519692587305474,2026-09-25,7,28
2026-09-18,LOG_LINEAR_DF,forward_28d,bp,1563,0.13000237103138504,2.8403327800232763,3.8110099310701564,15.237357005891127,2027-09-24,7,28
