reference_date,interpolation_method,horizon,df_abs_observation_count,df_abs_bias,df_abs_mae,df_abs_rmse,df_abs_max_error,df_relative_bias_ppm,df_relative_mae_ppm,df_relative_rmse_ppm,df_relative_max_error_ppm,zero_observation_count,zero_bias_bp,zero_mae_bp,zero_rmse_bp,zero_max_error_bp,forward_observation_count,forward_bias_bp,forward_mae_bp,forward_rmse_bp,forward_max_error_bp
2026-09-18,LOG_LINEAR_DF,0-1Y,53,2.342962486051487e-05,2.4036632201589637e-05,3.090081681396482e-05,6.499065172516083e-05,24.436013873378133,25.067869923911942,32.17538593256549,66.92899112747952,52,-0.6871914569537156,0.7041124471110761,1.0805289260233881,4.519692587305474,53,-0.41353912026021006,3.0442662506690406,3.981168903633117,11.835964221946494
2026-09-18,LOG_LINEAR_DF,1-5Y,208,2.6508768341238798e-06,9.617002726816968e-05,0.00012860173974632688,0.00030754922102638194,-6.387296748256635,116.30039085483594,150.74096954619617,341.2153460875533,208,-0.21678793823615683,0.5330321112668092,0.8690701927988655,2.3932937971854473,208,0.1914488185102081,3.235000155529794,4.48245221400911,15.237357005891127
2026-09-18,LOG_LINEAR_DF,5-10Y,261,-0.0002563770072401445,0.0002601372837412153,0.0002925698939858907,0.0004185048779196121,-429.797289554339,437.0690955748465,491.9162039896873,737.8543723419729,261,0.5856504353682128,0.5934013666994372,0.6709200095364873,1.0504787252320347,261,-0.4020652615181604,5.880022597822111,6.79007933577618,12.691040720896051
2026-09-18,LOG_LINEAR_DF,10Y-curve-end,1045,9.281397746612386e-05,0.00010638209665007081,0.0001232075667023766,0.0001960167972482607,454.53549323974534,499.9342330308813,607.1469126306827,1093.892888124115,1045,-0.20597958291488974,0.23441404796250165,0.2727012864874867,0.4537122904524349,1041,0.27879823083762006,1.988979916915613,2.3292802592279847,4.865886204734881
