scenario,reference_date,method,bump_bp,shock_index,shock_tenor,node_index,node_tenor,node_date,maturity_distance,central_sensitivity_bp_per_bp,curvature_bp_per_bp2
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,8,4Y,2030-09-20,-2,-5.342948306008566e-12,2.373101715136272e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,9,5Y,2031-09-22,-1,-4.7878367936959876e-12,1.2073675392798577e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,10,7Y,2033-09-21,0,1.195884619220808,0.0007545954440468794
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,11,10Y,2036-09-22,1,-0.1644899834668534,2.0353236318548795e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,12,15Y,2041-09-20,2,-0.11054942861854489,1.5909792094870312e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,13,20Y,2046-09-20,3,-0.0847151657402262,1.2400483834218434e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,10,7Y,14,30Y,2056-09-20,4,-0.05773834950990875,8.605793161420294e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,0,1M,2026-10-21,-11,-6.106226635438361e-12,-1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,1,2M,2026-11-20,-10,9.575673587391975e-12,-3.219646771412954e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,2,3M,2026-12-22,-9,4.3021142204224816e-12,-6.855627177060342e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,3,6M,2027-03-22,-8,6.800116025829084e-12,7.188694084447889e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,4,9M,2027-06-22,-7,5.412337245047638e-12,7.188694084447889e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,5,1Y,2027-09-22,-6,8.118505867571457e-12,5.1486592766991635e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,6,2Y,2028-09-20,-5,2.5673907444456745e-12,2.9004576518332215e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,7,3Y,2029-09-20,-4,4.5102810375396984e-12,3.150257832373882e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,8,4Y,2030-09-20,-3,2.4980018054066022e-12,1.942890293094024e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,9,5Y,2031-09-22,-2,3.2612801348363973e-12,9.575673587391975e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,10,7Y,2033-09-21,-1,3.885780586188048e-12,1.1934897514720433e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,11,10Y,2036-09-22,0,1.305845092029606,0.0012830206416736267
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,12,15Y,2041-09-20,1,-0.2888781520570677,6.630212059932639e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,13,20Y,2046-09-20,2,-0.2202162650027234,5.35018697400691e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,11,10Y,14,30Y,2056-09-20,3,-0.1500915563443228,3.786406854722202e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,0,1M,2026-10-21,-12,0.0,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,1,2M,2026-11-20,-11,-9.645062526431047e-12,-8.368306048112117e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,2,3M,2026-12-22,-10,-6.38378239159465e-12,-4.718447854656915e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,3,6M,2027-03-22,-9,-1.1102230246251565e-12,1.0103029524088925e-10
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,4,9M,2027-06-22,-8,-1.5265566588595902e-12,1.1324274851176597e-10
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,5,1Y,2027-09-22,-7,0.0,7.938094626069869e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,6,2Y,2028-09-20,-6,4.371503159461554e-12,4.038436252074007e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,7,3Y,2029-09-20,-5,7.147060721024445e-12,3.8719027983802334e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,8,4Y,2030-09-20,-4,4.718447854656915e-12,2.8033131371785203e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,9,5Y,2031-09-22,-3,4.232725281383409e-12,1.6237011735142914e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,10,7Y,2033-09-21,-2,1.8735013540549517e-12,2.2620794126737565e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,11,10Y,2036-09-22,-1,1.1102230246251565e-12,1.554312234475219e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,12,15Y,2041-09-20,0,1.504336247041063,0.002520518423004825
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,13,20Y,2046-09-20,1,-0.4952928413340385,0.00029046834992829673
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,12,15Y,14,30Y,2056-09-20,2,-0.3358914394497453,0.000206818182163504
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,0,1M,2026-10-21,-13,0.0,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,1,2M,2026-11-20,-12,0.0,-5.134781488891349e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,2,3M,2026-12-22,-11,1.2906342661267445e-11,-6.855627177060342e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,3,6M,2027-03-22,-10,1.1102230246251565e-12,6.966649479522857e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,4,9M,2027-06-22,-9,6.869504964868156e-12,7.78543896018391e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,5,1Y,2027-09-22,-8,8.118505867571457e-12,6.314393452555578e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,6,2Y,2028-09-20,-7,0.0,3.802513859341161e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,7,3Y,2029-09-20,-6,1.8041124150158794e-12,3.774758283725532e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,8,4Y,2030-09-20,-5,-5.551115123125783e-13,3.0808688933348094e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,9,5Y,2031-09-22,-4,0.0,2.1649348980190553e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,10,7Y,2033-09-21,-3,1.0408340855860843e-12,2.6506574712925612e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,11,10Y,2036-09-22,-2,-3.469446951953614e-13,1.8735013540549517e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,12,15Y,2041-09-20,-1,-2.0816681711721685e-13,2.0122792321330962e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,13,20Y,2046-09-20,0,1.887106530376742,0.005902159298243337
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,13,20Y,14,30Y,2056-09-20,1,-0.8799364443900365,0.000869400648556562
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,0,1M,2026-10-21,-14,1.2212453270876722e-11,2.4424906541753444e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,1,2M,2026-11-20,-13,-3.191891195797325e-12,-1.942890293094024e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,2,3M,2026-12-22,-12,2.220446049250313e-12,-2.9976021664879227e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,3,6M,2027-03-22,-11,-1.1796119636642288e-12,1.0560996521746802e-10
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,4,9M,2027-06-22,-10,-7.632783294297951e-13,1.1171619185290638e-10
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,5,1Y,2027-09-22,-9,-4.649058915617843e-12,7.702172233337023e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,6,2Y,2028-09-20,-8,-4.649058915617843e-12,3.094746681142624e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,7,3Y,2029-09-20,-7,-1.8041124150158794e-12,3.0531133177191805e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,8,4Y,2030-09-20,-6,-1.2490009027033011e-12,2.4147350785597155e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,9,5Y,2031-09-22,-5,9.020562075079397e-13,1.5404344466674047e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,10,7Y,2033-09-21,-4,1.3183898417423734e-12,2.5118795932144167e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,11,10Y,2036-09-22,-3,-1.3877787807814457e-12,1.3877787807814457e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,12,15Y,2041-09-20,-2,1.8735013540549517e-12,1.5681900222830336e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,13,20Y,2046-09-20,-1,-4.7878367936959876e-12,4.0245584642661925e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LOG_LINEAR_DF,1.0,14,30Y,14,30Y,2056-09-20,0,2.4904789751237915,0.014405179247917177
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,0,1M,2026-10-21,0,0.9945129552470233,-7.031532300860732e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,1,2M,2026-11-20,1,-0.07499127967873498,3.848351221025226e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,2,3M,2026-12-22,2,0.007959644727634219,1.4703996353837567e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,3,6M,2027-03-22,3,-0.001678942329191857,8.566583553637486e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,4,9M,2027-06-22,4,-0.000774189600413755,5.732746222175678e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,5,1Y,2027-09-22,5,-0.0005936135095280237,4.3233791546803957e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,6,2Y,2028-09-20,6,-0.0002860714488212013,2.1599874666655694e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,7,3Y,2029-09-20,7,-0.00018745539190345717,1.4414441862342642e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,8,4Y,2030-09-20,8,-0.00013949238604482606,1.0812198358856051e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,9,5Y,2031-09-22,9,-0.00011128030094620378,8.637729420613027e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,10,7Y,2033-09-21,10,-7.994085282625463e-05,6.160127963283912e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,11,10Y,2036-09-22,11,-5.6788547614372575e-05,4.292288746654549e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,12,15Y,2041-09-20,12,-3.863403451320746e-05,2.837216572793011e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,13,20Y,2046-09-20,13,-2.936886005222572e-05,2.1177087861090627e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,0,1M,14,30Y,2056-09-20,14,-1.9556030544931602e-05,1.3826439992925543e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,0,1M,2026-10-21,-1,0.0,-2.4424906541753444e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,1,2M,2026-11-20,0,1.0693937415645616,5.900537281000595e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,2,3M,2026-12-22,1,-0.15773666936835795,8.366587145314242e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,3,6M,2027-03-22,2,0.0060383168799110765,2.7839509864069356e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,4,9M,2027-06-22,3,-0.0011732035513911665,1.96341998215388e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,5,1Y,2027-09-22,4,-0.0006129830947693149,1.4758551325488867e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,6,2Y,2028-09-20,5,-0.0002953055407151073,7.376810273740375e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,7,3Y,2029-09-20,6,-0.00019200630065052682,4.924168017783614e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,8,4Y,2030-09-20,7,-0.0001423996048854903,3.693709227370334e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,9,5Y,2031-09-22,8,-0.00011352872281156223,2.9510144328170895e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,10,7Y,2033-09-21,9,-8.180523279610608e-05,2.1044818665494347e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,11,10Y,2036-09-22,10,-5.857872444059442e-05,1.4662257519226785e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,12,15Y,2041-09-20,11,-4.032036371448555e-05,9.6868901788838e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,13,20Y,2046-09-20,12,-3.08711792240679e-05,7.228662113334394e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,1,2M,14,30Y,2056-09-20,13,-2.0712843870618336e-05,4.716685375605323e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,0,1M,2026-10-21,-2,-1.2212453270876722e-11,2.4424906541753444e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,1,2M,2026-11-20,-1,9.645062526431047e-12,1.9290125052862095e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,2,3M,2026-12-22,0,1.1441215158222717,1.8632600740087213e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,3,6M,2027-03-22,1,-0.06237426756164344,4.793784813550417e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,4,9M,2027-06-22,2,-0.002709394240560381,2.8901785131818514e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,5,1Y,2027-09-22,3,-0.003933811901293827,2.1912931191803153e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,6,2Y,2028-09-20,4,-0.001855902205319393,1.0939517347541283e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,7,3Y,2029-09-20,5,-0.0012117481346107795,7.298897597429743e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,8,4Y,2030-09-20,6,-0.0009002068039609679,5.474093400792412e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,9,5Y,2031-09-22,7,-0.0007179203925095079,4.3732642507343655e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,10,7Y,2033-09-21,8,-0.00051651356469673,3.119324243350263e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,11,10Y,2036-09-22,9,-0.0003683768785150976,2.1743731815071499e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,12,15Y,2041-09-20,10,-0.0002520751957169054,1.43754730341783e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,13,20Y,2046-09-20,11,-0.0001923112687152173,1.0731748822934151e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,2,3M,14,30Y,2056-09-20,12,-0.00012854425086861188,7.006409341592246e-08
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,0,1M,2026-10-21,-3,-6.106226635438361e-12,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,1,2M,2026-11-20,-2,9.575673587391975e-12,3.219646771412954e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,2,3M,2026-12-22,-1,6.453171330633722e-12,1.2906342661267445e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,3,6M,2027-03-22,0,1.0521727154175209,2.722543551714196e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,4,9M,2027-06-22,1,-0.06138789766664543,5.8981049211315195e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,5,1Y,2027-09-22,2,-0.007897482082325213,3.6698577510207997e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,6,2Y,2028-09-20,3,-0.004337586917563252,1.8413764957259104e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,7,3Y,2029-09-20,4,-0.00282702175370686,1.2276422933776843e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,8,4Y,2030-09-20,5,-0.002100155389317404,9.204353945690968e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,9,5Y,2031-09-22,6,-0.0016748763591312166,7.35293215203825e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,10,7Y,2033-09-21,7,-0.0012050388441958715,5.246210410536634e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,11,10Y,2036-09-22,8,-0.0008594988538945803,3.65967534055045e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,12,15Y,2041-09-20,9,-0.000588209826471453,2.4223859029781636e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,13,20Y,2046-09-20,10,-0.00044878369916123706,1.8097232046265788e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,3,6M,14,30Y,2056-09-20,11,-0.00029999701361971276,1.1825235235463083e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,0,1M,2026-10-21,-4,1.2212453270876722e-11,2.4424906541753444e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,1,2M,2026-11-20,-3,-3.2612801348363973e-12,3.2057689836051395e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,2,3M,2026-12-22,-2,-4.232725281383409e-12,1.734723475976807e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,3,6M,2027-03-22,-1,-1.1102230246251565e-12,2.886579864025407e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,4,9M,2027-06-22,0,1.0599339548915399,5.550304271739748e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,5,1Y,2027-09-22,1,-0.03869014438100116,8.249443766983333e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,6,2Y,2028-09-20,2,-0.006366899840959395,4.530738562102954e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,7,3Y,2029-09-20,3,-0.004252961747913675,3.0173483156481495e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,8,4Y,2030-09-20,4,-0.0031594802141210465,2.2622126394367115e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,9,5Y,2031-09-22,5,-0.002519792668478904,1.8071676100017697e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,10,7Y,2033-09-21,6,-0.0018125884671676973,1.2894514622718845e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,11,10Y,2036-09-22,7,-0.0012921826732931185,8.996049738474454e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,12,15Y,2041-09-20,8,-0.0008836683838137072,5.955390347534006e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,13,20Y,2046-09-20,9,-0.000673902187664499,4.4496462070497955e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,4,9M,14,30Y,2056-09-20,10,-0.00045026472994535993,2.907885043867964e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,0,1M,2026-10-21,-5,1.8318679906315083e-11,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,1,2M,2026-11-20,-4,-3.1225022567582528e-12,1.9290125052862095e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,2,3M,2026-12-22,-3,8.604228440844963e-12,2.609024107869118e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,3,6M,2027-03-22,-2,3.2612801348363973e-12,6.522560269672795e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,4,9M,2027-06-22,-1,2.2898349882893854e-12,-1.9845236565174673e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,5,1Y,2027-09-22,0,1.045341193575966,8.413647445415506e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,6,2Y,2028-09-20,1,-0.03535370907851998,6.897519916337913e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,7,3Y,2029-09-20,2,-0.018898205374345833,4.8423978715739224e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,8,4Y,2030-09-20,3,-0.014066938181372945,3.6259145685946237e-06
