shock_tenor,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y,15Y,20Y,30Y
1M,0.9510530459918426,-0.048653210447530126,0.043906525637738,-0.01715883733377499,0.003512636266578273,-0.002122832453571588,0.0008320736066130818,-5.727363507068706e-05,0.00013709116834792479,4.382176357897727e-05,8.840635674911557e-05,2.7583077419346402e-05,5.100760383514036e-05,2.842975625749755e-05,3.850486880729864e-05
2M,0.051787977925280004,1.0073534235316428,-0.18526384260329765,0.06069338552239234,-0.01783105297130383,0.005232867042806455,-0.004727852460223447,-0.0007436045026953941,-0.00125479066158396,-0.0007453880272734192,-0.0007590807669932698,-0.0004036160957537893,-0.00040287974560626605,-0.0002667950442514222,-0.0002560837502468827
3M,-0.008660949795263884,0.0371041770751146,1.1215102545209659,-0.08872704460045899,0.01913537931740039,-0.010545161524266877,0.004635426850349567,-0.00011322272563951685,0.0008570915767391885,0.0003409284127925405,0.0005426102493016893,0.00020063633740519116,0.00030482627824679476,0.0001773509394897843,0.0002206315462965902
6M,0.00040136839137006053,-0.001719492969953773,0.017402223897525215,1.0128523299509502,-0.05552395623588391,0.0010349707748463777,-0.016071253578497924,-0.00513999202290949,-0.005424764168981966,-0.0037444042492312812,-0.0032064410854237835,-0.0019763864538696607,-0.0016478804046315965,-0.0011666133065829642,-0.0009636813510377484
9M,-8.871908777075e-05,0.00038007956573715695,-0.0038466162849415397,0.03176572890256635,1.0210530188387024,-0.04592900154316848,0.02979707921110797,0.0026763469380963745,0.007018564785882253,0.003767906823354261,0.004303208224407107,0.0020778857790643146,0.0023233485369617,0.0014797784563674865,0.0015407496248287522
1Y,1.517563311126402e-05,-6.501363038202701e-05,0.0006579739646184191,-0.00543361241486795,0.024275741523291372,1.0443805641684873,-0.0632689734651748,-0.019748299767696764,-0.021140955295956276,-0.014515950044827197,-0.012506717917623589,-0.007667686393666995,-0.006434888527376281,-0.004543630153577838,-0.0037758802588772067
2Y,-5.777221756542161e-07,2.4747649762790758e-06,-2.504627345800703e-05,0.00020683416458722181,-0.0009240728295056844,0.0019848559863061555,1.0345711844233358,-0.05999532097684945,-0.03351281931539274,-0.03078359671539188,-0.018708870403796873,-0.015614618107673284,-0.008819780108332287,-0.007416632161819092,-0.0038637552026571376
3Y,1.5431989019987213e-07,-6.612523029136952e-07,6.692106799266462e-06,-5.526411779588347e-05,0.00024690334679555725,-0.0005303344405988009,0.008668425339961039,1.0674954501235097,-0.06791081731183368,-0.03972914231285818,-0.041166477141932334,-0.02155918467180995,-0.02189614585972055,-0.014405057269031851,-0.014012482004860383
4Y,-4.0466102690928096e-08,1.7348483760670774e-07,-1.755727160879239e-06,1.4498976255716833e-05,-6.477704254936878e-05,0.00013913743289462044,-0.0022742299229938645,0.009358507762555202,1.1057726113615496,-0.0844331617365357,-0.014565478171912893,-0.039783331048787174,-0.0014850396995447213,-0.009899318358097542,0.008895531806857315
5Y,8.733638812152833e-09,-3.738731546576446e-08,3.784145219398738e-07,-3.1250307203078975e-06,1.3961703043685603e-05,-2.998895291816961e-05,0.0004901755312758382,-0.002017083410160714,0.007860103145643227,1.1579925391198842,-0.12949818200595764,-0.034203630252388484,-0.07542836507876127,-0.04029588502395265,-0.058564557066098644
7Y,-8.721495747820995e-10,3.665054371104759e-09,-3.724583141906379e-08,3.0744934376158994e-07,-1.3735990123109332e-06,2.9504196308316466e-06,-4.82252546230022e-05,0.0001984480144795464,-0.0007733055254477428,0.004540021635301983,1.2038791307103502,-0.2123943216097296,-0.04906004768386041,-0.07048171293350114,0.010763176368638883
10Y,1.0366707492437399e-10,-5.62536128789759e-10,5.5547927368948535e-09,-4.5834933071198236e-08,2.0471048467474162e-07,-4.3975122154815693e-07,7.187602318881048e-06,-2.9577202562136584e-05,0.00011525540966061953,-0.0006766563243054691,0.006740607655236763,1.3212864148186287,-0.3767353215729241,-0.22247412115983245,-0.2690986201078771
15Y,-6.099287741534454e-11,6.425415755018093e-11,-8.971989817752046e-10,7.342945695931746e-09,-3.277690618919138e-08,7.044337335671003e-08,-1.1512303610405894e-06,4.737344128091792e-06,-1.846034242136696e-05,0.00010837933883678375,-0.0010796360840753527,0.011763256740487948,1.5131090756789756,-0.5729255177221171,-0.0009805326925405033
20Y,-6.106226635438361e-12,-4.184153024056059e-11,2.1461998844785057e-10,-1.7524176554317705e-09,7.779610289304628e-09,-1.6706774852437434e-08,2.7319944917447714e-07,-1.124194834445369e-06,4.380770746159612e-06,-2.5719114615796457e-05,0.000256204696069684,-0.0027914973092096895,0.03612182244393247,1.9417792946481438,-1.4031208525758925
30Y,-6.106226635438361e-12,0.0,-2.1441182163073336e-11,1.437044927499187e-10,-6.665501484093284e-10,1.4008239013207913e-09,-2.295254264428337e-08,9.44534728208879e-08,-3.680561411201211e-07,2.160860518296559e-06,-2.1525658755461308e-05,0.0002345344658760684,-0.0030348615520647826,0.012155346760869823,2.748422664457864
