date,act360_years,true_discount_factor,log_linear_discount_factor,linear_continuous_zero_discount_factor,log_linear_error,linear_continuous_zero_error
2044-01-15,17.57777777777778,0.28531622138722446,0.28550072925086406,0.28555621531560127,0.0001845078636396047,0.00023999392837681377
2044-01-22,17.59722222222222,0.28490843245561476,0.28509275572021275,0.2851481875201777,0.00018432326459799642,0.00023975506456291873
2044-01-29,17.616666666666667,0.28450124121747145,0.2846853651737175,0.28474071537925816,0.00018412395624606281,0.00023947416178671244
2044-02-05,17.636111111111113,0.28409464679632573,0.28427855677830827,0.2843337981771042,0.00018390998198253294,0.00023915138077845732
2044-02-12,17.655555555555555,0.28368864831660734,0.2838723297021056,0.28392743519883995,0.00018368138549823554,0.00023878688223261113
2044-02-19,17.675,0.28328324490364676,0.28346668311441847,0.2835216257304517,0.00018343821077171363,0.00023838082680494033
2044-02-26,17.694444444444443,0.28287843568367865,0.2830616161857431,0.28311636905878673,0.00018318050206445058,0.00023793337510807921
2044-03-04,17.71388888888889,0.2824742197838447,0.28265712808776106,0.282711664471552,0.0001829083039163737,0.00023744468770731109
2044-03-11,17.733333333333334,0.28207059633219617,0.28225321799333736,0.28230751125731385,0.00018262166114119127,0.00023691492511768164
2044-03-18,17.752777777777776,0.2816675644576976,0.2818498850765193,0.28190390870549675,0.00018232061882172967,0.00023634424779916952
2044-03-25,17.772222222222222,0.28126512329022846,0.28144712851253406,0.2815008561063821,0.00018200522230560345,0.00023573281615363317
2044-04-01,17.791666666666668,0.2808632719605871,0.2810449474777877,0.28109835275110767,0.00018167551720060793,0.00023508079052059205
2044-04-08,17.81111111111111,0.2804620096004926,0.2806433411498631,0.2806963979316665,0.00018133154937050033,0.0002343883311738959
2044-04-15,17.830555555555556,0.2800613353425877,0.28024230870751826,0.2802949909409056,0.00018097336493055893,0.0002336555983178945
2044-04-22,17.85,0.27966124832044204,0.27984184933068484,0.27989413107252586,0.00018060101024280906,0.00023288275208382947
2044-04-29,17.869444444444444,0.27926174766855416,0.27944196220046624,0.2794938176210804,0.0001802145319120818,0.00023206995252622598
2044-05-06,17.88888888888889,0.2788628325223543,0.2790426464991361,0.2790940498819734,0.00017981397678185074,0.00023121735961911805
2044-05-13,17.908333333333335,0.27846450201820694,0.2786439014101366,0.2786948271514601,0.0001793993919296799,0.00023032513325316195
2044-05-20,17.927777777777777,0.2780667552934137,0.2782457261180768,0.27829614872664493,0.0001789708246631161,0.00022939343323125083
2044-05-27,17.947222222222223,0.27766959148621523,0.2778481198087307,0.2778980139054811,0.0001785283225154699,0.00022842241926585016
2044-06-03,17.966666666666665,0.27727300973579455,0.2774510816690362,0.2775004219867694,0.0001780719332416525,0.00022741225097483442
2044-06-10,17.98611111111111,0.27687700918227826,0.27705461088709255,0.2771033722701575,0.00017760170481428972,0.00022636308787926662
2044-06-17,18.005555555555556,0.2764815889667402,0.27665870665215964,0.27670686405613865,0.00017711768541944783,0.00022527508939845786
2044-06-24,18.025,0.2760867482312035,0.27626336815465574,0.2763108966460512,0.00017661992345224808,0.00022414841484769132
2044-07-01,18.044444444444444,0.27569248611864217,0.27586859458615576,0.275915469342077,0.00017610846751359155,0.00022298322343483612
2044-07-08,18.06388888888889,0.27529880177298444,0.2754743851393902,0.27552058144724134,0.00017558336640577377,0.0002217796742569056
2044-07-15,18.083333333333332,0.27490569433911455,0.2750807390082429,0.27512623226541133,0.0001750446691283769,0.00022053792629678215
2044-07-22,18.102777777777778,0.274513162962875,0.27468765538774975,0.2747324211012949,0.00017449242487477257,0.00021925813841994213
2044-07-29,18.122222222222224,0.2741212067910687,0.27429513347409673,0.2743391472604406,0.00017392668302801395,0.00021794046937190226
2044-08-05,18.141666666666666,0.273729824971462,0.2739031724646186,0.2739464100492361,0.00017334749315661702,0.00021658507777411184
2044-08-12,18.16111111111111,0.27333901665278526,0.27351177155779705,0.273554208774907,0.00017275490501178492,0.00021519212212173233
2044-08-19,18.180555555555557,0.27294878098473646,0.2731209299532591,0.2731625427455165,0.00017214896852263406,0.00021376176078002906
2044-08-26,18.2,0.27255911711798314,0.27273064685177567,0.2727714112699644,0.00017152973379253034,0.00021229415198126267
2044-09-02,18.219444444444445,0.2721700242041631,0.2723409214552595,0.2723808136579855,0.00017089725109642462,0.0002107894538224131
2044-09-09,18.238888888888887,0.27178150139588814,0.271951752966764,0.27199074922014965,0.00017025157087585674,0.0002092478242615159
2044-09-16,18.258333333333333,0.27139354784674535,0.27156314059048103,0.27160121726785996,0.00016959274373568034,0.00020766942111460907
2044-09-23,18.27777777777778,0.2710061627112989,0.27117508353174014,0.2712122171133524,0.0001689208204412318,0.00020605440205351266
2044-09-30,18.29722222222222,0.27061934514509256,0.2707875809970061,0.27082374806969484,0.00016823585191355628,0.00020440292460227605
2044-10-07,18.316666666666666,0.2702330943046508,0.2704006321938778,0.27043580945078555,0.00016753788922696522,0.0002027151461347354
2044-10-14,18.336111111111112,0.2698474093474817,0.2700142363310863,0.27004840057135315,0.00016682698360459547,0.00020099122387146062
2044-10-21,18.355555555555554,0.26946228943207806,0.2696283926184934,0.26966152074695515,0.00016610318641535615,0.00019923131487709078
2044-10-28,18.375,0.26907773371791943,0.2692431002670901,0.2692751692939768,0.00016536654917065352,0.00019743557605739204
2044-11-04,18.394444444444446,0.2686937413654743,0.26885835848899475,0.26888934552963095,0.00016461712352044966,0.0001956041641566486
2044-11-11,18.413888888888888,0.26831031153620144,0.26847416649745176,0.2685040487719565,0.0001638549612503204,0.00019373723575505375
