date,act360_years,true_discount_factor,log_linear_discount_factor,linear_continuous_zero_discount_factor,cubic_continuous_zero_discount_factor,log_linear_error,linear_continuous_zero_error,cubic_continuous_zero_error
2027-01-22,0.35,0.9738224732062891,0.9738825645706296,0.9738151766384852,0.9738136800940066,6.0091364340486564e-05,-7.296567803960485e-06,-8.793112282523552e-06
2027-01-29,0.36944444444444446,0.9724278419105472,0.9724922187437226,0.9724195927286022,0.9724188616040059,6.437683317539467e-05,-8.249181944974815e-06,-8.980306541284122e-06
2027-02-05,0.3888888888888889,0.9710388671671055,0.9711038578188855,0.9710300932662512,0.9710302232834179,6.499065178000585e-05,-8.773900854297523e-06,-8.643883687597942e-06
2027-02-12,0.4083333333333333,0.9696554634192092,0.969717478962409,0.9696466578763674,0.9696476346796822,6.201554319984481e-05,-8.805542841772152e-06,-7.828739526982709e-06
2027-02-19,0.42777777777777776,0.9682775465559357,0.968333079344629,0.9682692662894248,0.9682709449564847,5.553278869330214e-05,-8.280266510896084e-06,-6.601599450983819e-06
2027-02-26,0.44722222222222224,0.9669050338873483,0.966950656139921,0.9668978983409451,0.9668999830359941,4.562225257276342e-05,-7.135546403191917e-06,-5.0508513541602795e-06
2027-03-05,0.4666666666666667,0.9655378441201149,0.9655702065266949,0.9655325339710089,0.9655345577394376,3.236240657999989e-05,-5.3101491059859285e-06,-3.2863806772587267e-06
2027-03-12,0.4861111111111111,0.9641758973335827,0.9641917276873884,0.964173153223771,0.9641744579261438,1.5830353805701414e-05,-2.744109811714246e-06,-1.4394074389079137e-06
2027-03-19,0.5055555555555555,0.9628191149562991,0.9628152168084617,0.9628197362469774,0.9628194526311947,-3.898147837411159e-06,6.212906782376848e-07,3.3767489560077024e-07
2027-03-26,0.525,0.9614674197429695,0.961464602458886,0.9614677369601947,0.9614692971421996,-2.817284083467264e-06,3.1721722526523166e-07,1.877399230187926e-06
2027-04-02,0.5444444444444444,0.9601207357518422,0.9601338064655439,0.9601178243519158,0.9601238313699868,1.3070713701712755e-05,-2.9113999263641333e-06,3.0956181445995767e-06
2027-04-09,0.5638888888888889,0.9587789883225128,0.9588048524723872,0.9587732548061182,0.958782979488684,2.586414987437724e-05,-5.733516394657023e-06,3.991166171113392e-06
2027-04-16,0.5833333333333334,0.9574421040541372,0.9574777379298405,0.9574340111767995,0.9574466757801581,3.563387570326704e-05,-8.092877337717574e-06,4.571726020863309e-06
2027-04-23,0.6027777777777777,0.9561100107840469,0.9561524602918572,0.9561000763993545,0.9561148621635203,4.2449507810293774e-05,-9.934384692433795e-06,4.851379473369555e-06
2027-04-30,0.6222222222222222,0.9547826375667573,0.9548290170159152,0.9547714334902161,0.9547874881418487,4.637944915786285e-05,-1.12040765412047e-05,4.850575091364107e-06
2027-05-07,0.6416666666666667,0.95345991465336,0.9535074055630112,0.9534480655464987,0.9534645107494555,4.749090965117109e-05,-1.1849106861250291e-05,4.596096095488278e-06
2027-05-14,0.6611111111111111,0.952141773471293,0.9521876233976564,0.9521299557456425,0.9521458944996839,4.5849926363361604e-05,-1.1817725650509203e-05,4.121028390868808e-06
2027-05-21,0.6805555555555556,0.9508281466044796,0.9508696679878713,0.950817087345061,0.9508316113332237,4.15213833917516e-05,-1.105925941857766e-05,3.464728744129175e-06
2027-05-28,0.7,0.9495189677738285,0.9495535368051814,0.9495094436817891,0.9495216405669366,3.456903135290457e-05,-9.524092039359111e-06,2.672793108060567e-06
2027-06-04,0.7194444444444444,0.9482141718180888,0.9482392273246115,0.9482070081721344,0.9482159688431819,2.5055506522764226e-05,-7.163645954322284e-06,1.797025093175364e-06
2027-06-11,0.7388888888888889,0.9469136946750512,0.9469267370246816,0.9469097643113294,0.9469145900796397,1.3042349630398853e-05,-3.930363721704744e-06,8.954045885856132e-07
2027-06-18,0.7583333333333333,0.9456174733630901,0.9456160633874015,0.9456176956731862,0.9456175054196249,-1.4099756886487569e-06,2.223100961096236e-07,3.2056534760016575e-08
2027-06-25,0.7777777777777778,0.9443254459630374,0.9443208331563149,0.9443264944241186,0.9443247221371963,-4.612806722481544e-06,1.0484610812877548e-06,-7.238258410424692e-07
2027-07-02,0.7972222222222223,0.9430375516003832,0.9430455247879463,0.9430343761573942,0.9430362191733719,7.97318756318166e-06,-3.175442989000743e-06,-1.3324270112802239e-06
2027-07-09,0.8166666666666667,0.9417537304277964,0.941771938727693,0.9417469131295958,0.9417519356011862,1.820829989662709e-05,-6.817298200623156e-06,-1.7948266102241206e-06
2027-07-16,0.8361111111111111,0.9404739236079583,0.9405000726495725,0.9404640910963028,0.9404718076341227,2.6149041614131896e-05,-9.832511655538667e-06,-2.1159738355924773e-06
2027-07-23,0.8555555555555555,0.9391980732967027,0.9392299242307429,0.9391858958751762,0.9391957710488944,3.185093404023398e-05,-1.217742152648249e-05,-2.302247808283475e-06
2027-07-30,0.875,0.937926122626457,0.9379614911515001,0.9379123133457007,0.9379237611881872,3.536852504304466e-05,-1.380928075633836e-05,-2.3614382698156078e-06
2027-08-06,0.8944444444444445,0.936658015689979,0.9366947710952721,0.9366433294489268,0.9366557129633977,3.6755405293131815e-05,-1.4686241052164206e-05,-2.3027265813047038e-06
2027-08-13,0.9138888888888889,0.9353936975243812,0.9354297617486159,0.9353789301872162,0.9353915608573652,3.60642242347442e-05,-1.4767337164989236e-05,-2.1366670159839174e-06
2027-08-20,0.9333333333333333,0.9341331140954389,0.9341664608012126,0.9341191016239858,0.9341312389271003,3.334670577370691e-05,-1.4012471453050956e-05,-1.8751683386053486e-06
2027-08-27,0.9527777777777777,0.9328762122821763,0.9329048659458634,0.9328638298834562,0.9328746808065113,2.8653663687094877e-05,-1.238239872014546e-05,-1.5314756650619543e-06
2027-09-03,0.9722222222222222,0.9316229398617245,0.9316449748784855,0.9316131011503982,0.9316218197091305,2.2035016761012827e-05,-9.838711326315419e-06,-1.120152594014101e-06
2027-09-10,0.9916666666666667,0.9303732454944451,0.9303867852981076,0.9303669016698831,0.9303725884308407,1.3539803662476757e-05,-6.343824561994005e-06,-6.570636044145317e-07
2027-09-17,1.011111111111111,0.9291270787093173,0.9291302949068659,0.9291252177470329,0.9291269193526043,3.216197548616684e-06,-1.8609622843834828e-06,-1.5935671304756482e-07
2027-09-24,1.0305555555555554,0.9278843898895798,0.9278880084716957,0.9278811455698921,0.9278847445120528,3.6185821159495646e-06,-3.2443196876785763e-06,3.5462247305328987e-07
2027-10-01,1.05,0.9266451302586246,0.9266786096105893,0.9266237936707208,0.9266460016463552,3.347935196473806e-05,-2.1336587903819648e-05,8.71387730638773e-07
