reference_date,interpolation_method,forward_period_days,grid_step_days,observation_count,minimum_forward_rate,minimum_forward_rate_date,maximum_forward_rate,maximum_forward_rate_date,mean_forward_rate,forward_standard_deviation,forward_standard_deviation_bp,maximum_local_change_bp,maximum_local_change_date,log_linear_segment_count,log_linear_jump_count,mean_absolute_jump_bp,maximum_absolute_jump_bp,maximum_absolute_jump_date
2026-09-18,LOG_LINEAR_DF,28,7,1562,0.06595653486934948,2028-09-22,0.07764622337423413,2026-09-18,0.07216350698489321,0.002334196746809416,23.34196746809416,6.357162340941969,2033-09-16,15,14,14.742406565892065,25.287648710596162,2033-09-21
